school,lat,long
P.S. 092 Adrian Hegeman,40.656046,-73.953742
Red Hook Neighborhood School,40.677564,-74.005166
1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,40.692126,-73.931731
Madiba Prep Middle School,40.692126,-73.931731
Frederick Douglass Academy IV Secondary School,40.692126,-73.931731
P.S. 026 Jesse Owens,40.692126,-73.931731
787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,40.691037,-73.941342
Upper School @ P.S. 25,40.691037,-73.941342
P.S. 025 Eubie Blake School,40.691037,-73.941342
P.S. 024,40.652701,-74.004743
545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,40.69407,-73.94756
Brooklyn Charter School,40.69407,-73.94756
P.S. 023 Carter G. Woodson,40.69407,-73.94756
443 ST MARKS AVENUE CONSOLIDATED LOCATION,40.676774,-73.960058
Explore Exceed Charter School ,40.676774,-73.960058
P.S. 091 The Albany Avenue School,40.661886,-73.93994
Brooklyn Arts and Science Elementary School,40.676774,-73.960058
P.S. 021 Crispus Attucks,40.680727,-73.926597
225 ADELPHI STREET CONSOLIDATED LOCATION,40.690765,-73.971376
Academy of Arts and Letters,40.690765,-73.971376
P.S. 020 Clinton Hill,40.690765,-73.971376
325 SOUTH  3 STREET CONSOLIDATED LOCATION,40.709647,-73.95465
Brooklyn Arbor Elementary School,40.709647,-73.95465
P.S. 018 Edward Bush,40.710609,-73.946977
208 NORTH  5 STREET CONSOLIDATED LOCATION,40.715351,-73.956716
Conselyea Preparatory School,40.715351,-73.956716
P.S. 017 Henry D. Woodworth,40.715351,-73.956716
157 WILSON STREET CONSOLIDATED LOCATION,40.706023,-73.961476
WILLIAMSBURG COLLEGIATE CHARTER SCHOOL(BROOKLYN),40.706023,-73.961476
P.S. 054 Samuel C. Barnes,40.693018,-73.953034
P.S. 016 Leonard Dunkly,40.706023,-73.961476
P.S. 015 Patrick F. Daly,40.677343,-74.011558
Home Instruction - Bronx,40.832117,-73.82749
2424 BATCHELDER STREET CONSOLIDATED LOCATION ,40.593521,-73.937672
PS 77(BROOKLYN),40.593521,-73.937672
J.H.S. 014 Shell Bank,40.593521,-73.937672
557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,40.663673,-73.893754
Achievement First East New York Charter School,40.663673,-73.893754
P.S. 013 Roberto Clemente,40.663673,-73.893754
430 HOWARD AVENUE CONSOLIDATED LOCATION,40.673073,-73.919594
P.S. 048 Mapleton,40.621871,-73.987396
Ronald Edmonds Learning Center II,40.673073,-73.919594
Dr. Jacqueline Peek-Davis School,40.673073,-73.919594
P.S. 011 Purvis J. Behan,40.685491,-73.966291
"Magnet School of Math, Science and Design Technolo",40.661061,-73.986534
80 UNDERHILL AVENUE CONSOLIDATED LOCATION,40.678297,-73.965541
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL(BN),40.678297,-73.965541
P.S. 009 Teunis G. Bergen,40.678297,-73.965541
P.S. 007 Abraham Lincoln,40.689697,-73.873109
PS 110,40.739483,-73.928904
P.S. 019 Roberto Clemente,40.709647,-73.95465
J.H.S. 166 George Gershwin,40.66011,-73.885387
General D. Chappie James Elementary School of Scie,40.660204,-73.913933
General D. Chappie James Middle School of Science,40.660204,-73.913933
J.H.S. 302 Rafael Cordero,40.677104,-73.883433
P.S. 36,40.65843,-73.929076
SUCCESS ACADEMY WASHINGTON HEIGHTS(MN),40.857801,-73.9351
250 WEST HOUSTON STREET CONSOLIDATED LOCATION,40.728677,-74.005993
P.S. 215 Lucretia Mott,40.5993,-73.758206
535 BRIAR PLACE CONSOLIDATED LOCATION,40.5993,-73.758206
P.S. 014 Cornelius Vanderbilt,40.622455,-74.078508
PS 78,40.622455,-74.078508
MS 142 John Philip Sousa,40.884953,-73.840524
ChildrenÂs Aid College Prep Charter School,40.843546,-73.889755
Kennedy Yabc,40.877105,-73.912256
Jane Addams High School for Academic Careers,40.821675,-73.903546
Samuel Gompers Career and Technical Education High,40.810803,-73.907015
Success Academy Charter School - Williamsburg,40.711704,-73.960275
432 MONROE STREET CONSOLIDATED LOCATION,40.686592,-73.940747
Unity Prep Charter School,40.686592,-73.940747
Success Academy Charter School - Bed-Stuy 1,40.697152,-73.946641
The Urban Assembly School for the Urban Environmen,40.697152,-73.946641
Explore Exceed Charter School,40.676774,-73.960058
P.S. 022,40.676774,-73.960058
Williamsburg Collegiate Charter School,40.706023,-73.961476
Brooklyn East Collegiate Charter School,40.678297,-73.965541
School for Community Research and Learning,40.82229,-73.856167
Gateway School for Environmental Research and Tech,40.82229,-73.856167
ALC - Stevenson Campus,40.82229,-73.856167
New Visions Charter High School for the Humanities,40.877105,-73.912256
New Visions Charter High School for Advanced Math,40.877105,-73.912256
John F. Kennedy High School,40.877105,-73.912256
New Visions Charter High School for Advanced Math,40.821675,-73.903546
John F Kennedy Hs Ged,40.877105,-73.912256
ALC - JANE ADDAMS HS,40.821675,-73.903546
900 TINTON AVENUE CONSOLIDATED LOCATION,40.821675,-73.903546
Explore Charter School,40.656183,-73.951583
P.S. 207,40.856586,-73.916198
Hospital Schools - Staten Island,40.832117,-73.82749
3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION,40.832117,-73.82749
Icahn Charter School 2,40.84473,-73.858207
T. Roosevelt Evening Hs M/W,40.860043,-73.888267
T. Roosevelt Evening Hs T/R,40.860043,-73.888267
Evander Childs Evening H.S.,40.875953,-73.86197
1300 BOYNTON AVENUE CONSOLIDATED LOCATION,40.831601,-73.878912
ALC- Monroe Campus,40.831601,-73.878912
Monroe Academy for Business/Law,40.831601,-73.878912
Christopher Columbus High School,40.859665,-73.861006
Global Enterprise High School,40.859665,-73.861006
Urban Assembly Academy for History and Citizenship,40.840422,-73.91091
Herbert H. Lehman High School.,40.840702,-73.838545
Success Academy Charter School - Bronx 1,40.813641,-73.925313
4140 HUTCHINSON RIVER PKWAY EA CONSOLIDATED LOCATION,40.864676,-73.824303
The Equality Charter School,40.864676,-73.824303
Bronx Global Learning Institute for Girls Charter,40.823174,-73.923326
South Bronx Classical Charter School II,40.808034,-73.926204
968 CAULDWELL AVENUE CONSOLIDATED LOCATION,40.825025,-73.906143
Success Academy Charter School - Bronx 3,40.825025,-73.906143
ALC - MS 145,40.827941,-73.914374
Aspire Preparatory Middle School,40.862109,-73.864577
J.H.S. 118 William W. Niles,40.848339,-73.89308
P.S. 102 Joseph O. Loretan,40.837631,-73.866036
333 EAST 135 STREET CONSOLIDATED LOCATION,40.808034,-73.926204
Performance Conservatory High School,40.8359,-73.890458
1535 STORY AVENUE CONSOLIDATED LOCATION,40.821776,-73.876918
Icahn Charter School 7,40.821776,-73.876918
1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,40.831992,-73.91796
677 EAST 141 STREET CONSOLIDATED LOCATION,40.807335,-73.912731
Academic Leadership Charter School,40.807335,-73.912731
P.S. 056 Norwood Heights,40.875156,-73.875217
450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,40.836404,-73.905014
Success Academy Charter School - Bronx 2,40.836404,-73.905014
681 KELLY STREET CONSOLIDATED LOCATION ,40.815429,-73.902139
Girls Preparatory Charter School of the Bronx,40.815429,-73.902139
M.S. 302 Luisa Dessus Cruz,40.815429,-73.902139
383 EAST 139 STREET CONSOLIDATED LOCATION,40.810085,-73.923102
South Bronx Charter School for International Cultu,40.810085,-73.923102
P.S. 007 Kingsbridge,40.881066,-73.905366
ALC - Mount Loretto,40.508809,-74.222403
New Dorp Evening Hs M/W,40.569393,-74.107737
P.S. 048 William C. Wilcox,40.603484,-74.091237
P.S. 053 Bay Terrace,40.55258,-74.13706
A.C.E. Academy for Scholars at the Geraldine Ferra,40.729215,-73.893624
90-01 SUTPHIN BOULEVARD CONSOLIDATED LOCATION,40.70284,-73.808352
ALC - Sutphin HS ALC,40.70284,-73.808352
John Adams Evening Hs M/W,40.679639,-73.837298
Richmond Hill HS Annex(QS),40.693006,-73.829407
Jamaica Evening High School M/,40.713218,-73.797237
Jamaica Evening High School T/,40.713218,-73.797237
Jamaica High School,40.713218,-73.797237
Flushing Evening High Schl M/W,40.765166,-73.82789
Beach Channel High School,40.586066,-73.822624
ALC - August Martin HS,40.675633,-73.783342
142-10 LINDEN BOULEVARD CONSOLIDATED LOCATION,40.684142,-73.801479
Home Instruction - Queen,40.684142,-73.801479
31-51 21 STREET CONSOLIDATED LOCATION,40.766264,-73.930709
ALC - IS 126,40.766264,-73.930709
P.S. 115 Glen Oaks,40.744099,-73.709845
P.S. 080 Thurgood Marshall Magnet,40.67282,-73.769252
P.S. 070 Queens,40.762103,-73.914227
P.S. 58 - School of Heroes,40.728735,-73.890699
ALC - MS 53,40.603622,-73.749097
126-10 BEDELL STREET CONSOLIDATED LOCATION,40.68031,-73.774432
P.S. 030 Queens,40.68031,-73.774432
M.S. 260 Clinton School Writers & Artists,40.753091,-73.99764
Restart - Citywide,40.767791,-73.987531
Success Academy Hell's Kitchen (Manhattan 2),40.76337,-73.990593
The Urban Assembly School for Emergency Management,40.76337,-73.990593
Norman Thomas High School,40.746176,-73.981241
Stephen T. Mather Building Arts & Craftsmanship Hi,40.711442,-74.000851
ALC - Choir Academy,40.807383,-73.939433
Harlem Children's Zone Promise Academy II Charter,40.807383,-73.939433
Washington Irving Evng Hs T/R @NTHS,40.735494,-73.987659
Washington Irving High School,40.735494,-73.987659
2230 5 AVENUE  CONSOLIDATED LOCATION,40.813184,-73.937322
Democracy Prep Charter School,40.813184,-73.937322
625 WEST 133 STREET  CONSOLIDATED LOCATION,40.819572,-73.957823
KIPP Infinity Charter School,40.819572,-73.957823
Harlem Village Academy Charter School,40.821535,-73.940941
442 EAST HOUSTON STREET CONSOLIDATED LOCATION ,40.719598,-73.977904
Girls Preparatory Charter School of New York,40.719598,-73.977904
20 WEST 112 STREET CONSOLIDATED LOCATION,40.798511,-73.949251
Harlem Link Charter School,40.798511,-73.949251
250 WEST 127 STREET CONSOLIDATED LOCATION,40.810928,-73.948938
Democracy Prep Endurance Charter School,40.810928,-73.948938
Future Leaders Institute Charter School,40.8063,-73.948013
100 ATTORNEY STREET CONSOLIDATED LOCATION,40.718383,-73.984452
Manhattan Charter School,40.718383,-73.984452
80 CATHERINE STREET CONSOLIDATED LOCATION,40.710729,-73.996631
Jacob Riis School,40.710729,-73.996631
425 WEST 123 STREET CONSOLIDATED LOCATION,40.810431,-73.955809
301 WEST 140 STREET CONSOLIDATED LOCATION,40.819767,-73.944433
Success Academy Charter School - Harlem 5,40.819767,-73.944433
DREAM Charter School,40.788952,-73.944538
240 WEST 113 STREET CONSOLIDATED LOCATION,40.801689,-73.954908
Success Academy Charter School - Harlem 4,40.801689,-73.954908
The Opportunity Charter School,40.801689,-73.954908
Academy of Environmental Science Secondary High Sc,40.785671,-73.942548
222 WEST 134 STREET CONSOLIDATED LOCATION,40.815016,-73.945123
St. HOPE Leadership Academy Charter School,40.815016,-73.945123
735 WEST END AVENUE CONSOLIDATED LOCATION,40.795157,-73.973292
433 EAST 100 STREET CONSOLIDATED LOCATION,40.785258,-73.941526
New York Center for Autism Charter School,40.785258,-73.941526
Harlem Village Academy Leadership Charter School,40.798884,-73.933319
Urban Assembly School for the Performing Arts,40.815256,-73.955325
East Harlem Scholars Academy Charter School,40.793763,-73.949381
1495 HERKIMER STREET CONSOLIDATED LOCATION,40.67715,-73.903953
Roads Charter School I,40.67715,-73.903953
402 EASTERN PARKWAY CONSOLIDATED LOCATION,40.6701,-73.954972
ALC- W.E.B Dubois,40.6701,-73.954972
362 SCHERMERHORN STREET CONSOLIDATED LOCATION,40.686499,-73.979649
Metropolitan Corporate Academy High School,40.686499,-73.979649
Paul Robeson High School,40.675612,-73.938843
25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,40.582585,-73.963477
ALC- Brighton Academy,40.582585,-73.963477
105 JOHNSON STREET CONSOLIDATED LOCATION,40.694926,-73.986015
G. Westinghouse Evening H.S.,40.694926,-73.986015
Westinghouse Evening Hs T/R,40.694926,-73.986015
International Arts Business School,40.658893,-73.942458
ALC - John Jay,40.669629,-73.979287
832 MARCY AVENUE CONSOLIDATED LOCATION,40.685004,-73.947152
1601 80 STREET CONSOLIDATED LOCATION,40.613262,-74.003404
New Utrecht Evening Hs M/W,40.613262,-74.003404
New Utrecht Evening Hs T/R,40.613262,-74.003404
Franklin K. Lane Campus YABC,40.691146,-73.868328
Achievement First Crown Heights Charter School,40.662447,-73.936382
Middle School for the Arts,40.662447,-73.936382
KIPP AMP Charter School,40.672713,-73.936924
Achievement First Bushwick Charter School,40.697781,-73.919777
Leadership Preparatory Ocean Hill Charter School,40.672462,-73.906552
P.S. 332 Charles H. Houston,40.672462,-73.906552
Hyde Leadership Charter School- Brooklyn,40.668167,-73.897835
Bedford Stuyvesant Collegiate Charter School,40.68832,-73.932275
La Cima Charter School,40.68832,-73.932275
P.S. 310,40.632478,-74.007645
Excellence Girls Charter School,40.688419,-73.924833
P.S. 308 Clara Cardwell,40.688695,-73.935499
Teaching Firms of America-Professional Preparatory,40.688695,-73.935499
Coney Island Preparatory Public Charter School,40.5825,-73.973122
700 PARK AVENUE CONSOLIDATED LOCATION,40.697781,-73.947809
The Ethical Community Charter School (TECCS),40.697781,-73.947809
125 COVERT STREET CONSOLIDATED LOCATION,40.688387,-73.910276
I.S. 296 - The Anna Gonzalez Community School,40.688387,-73.910276
The Uft Charter School,40.671544,-73.892844
Leadership Preparatory Brownsville Charter School,40.656068,-73.907245
Ocean Hill Collegiate Charter School,40.677805,-73.915843
Community Partnership Charter School,40.690202,-73.961478
101 PARK AVENUE CONSOLIDATED LOCATION,40.696324,-73.97578
Success Academy Fort Greene (Brooklyn 5),40.696324,-73.97578
875 WILLIAMS AVENUE CONSOLIDATED LOCATION,40.654031,-73.894854
P.S. 260 Breuckelen,40.654031,-73.894854
ALC - MS 258,40.681572,-73.945446
Leadership Prep Bedford Stuyvesant Charter School,40.681572,-73.945446
Kings Collegiate Charter School,40.658295,-73.920109
72 VERONICA PLACE CONSOLIDATED LOCATION,40.648608,-73.952821
ALC - MS 246,40.648608,-73.952821
Fahari Academy Charter School,40.648608,-73.952821
1580 DEAN STREET CONSOLIDATED LOCATION,40.676094,-73.935688
LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,40.676094,-73.935688
Olympus Academy,40.645685,-73.8989
791 EMPIRE BOULEVARD CONSOLIDATED LOCATION,40.663701,-73.936049
Citizens of the World Charter School New York 2 Cr,40.663701,-73.936049
1001 EAST 100 STREET CONSOLIDATED LOCATION,40.643278,-73.896212
Leadership Prep Canarsie Charter School (Leadershi,40.643278,-73.896212
Explore Empower Charter School,40.672762,-73.927973
982 HEGEMAN AVENUE CONSOLIDATED LOCATION,40.666417,-73.876563
Achievement First Aspire Charter School,40.666417,-73.876563
Success Academy Crown Heights (Brooklyn 7),40.669001,-73.934635
P.S. 157 Benjamin Franklin,40.695417,-73.959571
364 SACKMAN STREET CONSOLIDATED LOCATION,40.66896,-73.904726
Brownsville Collegiate Charter School,40.66896,-73.904726
760 PROSPECT PLACE CONSOLIDATED LOCATION,40.67438,-73.951443
Success Academy Prospect Heights (Brooklyn 6),40.67438,-73.951443
Sunset Park Avenues Elementary School,40.651977,-74.006862
1077 REMSEN AVENUE CONSOLIDATED LOCATION,40.642792,-73.908806
Explore Excel Charter School,40.642792,-73.908806
601 PARKSIDE AVENUE CONSOLIDATED LOCATION,40.656046,-73.953742
Lefferts Gardens Charter School,40.656046,-73.953742
215 HEYWARD STREET CONSOLIDATED LOCATION,40.703624,-73.953146
Beginning with Children Charter School II,40.703624,-73.953146
51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,40.695633,-73.978215
Community Roots Charter School,40.695633,-73.978215
Success Academy Charter School - Bed-Stuy 2,40.696733,-73.943652
Satellite Three,40.68505,-73.960659
Achievement First Brownsville Charter School,40.674103,-73.913273
183 SOUTH  3 STREET  CONSOLIDATED LOCATION,40.711704,-73.960275
