school,lat,long
111 EAST  33RD STREET CONSOLIDATED LOCATION,40.746176,-73.981241
SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS(MS),40.746176,-73.981241
Unity Center for Urban Technologies,40.746176,-73.981241
Murray Hill Academy,40.746176,-73.981241
MANHATTAN ACADEMY FOR ARTS & LANGUAGE,40.746176,-73.981241
131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,40.7244,-74.004625
Chelsea Career and Technical Education High School,40.7244,-74.004625
NYC iSchool,40.7244,-74.004625
The High School of Fashion Industries,40.745156,-73.996074
A. Philip Randolph Campus High School,40.818188,-73.950356
525 WEST  50TH STREET CONSOLIDATED LOCATION,40.765184,-73.992953
Manhattan Bridges High School,40.765184,-73.992953
"Facing History School, The",40.765184,-73.992953
"Urban Assembly School of Design and Construction,",40.765184,-73.992953
High School of Hospitality Management,40.765184,-73.992953
Food and Finance High School,40.765184,-73.992953
I.S. 528 Bea Fuller Rodgers School,40.85051,-73.934485
411 PEARL STREET CONSOLIDATED LOCATION,40.711442,-74.000851
Home Instruction,40.728677,-74.005993
Murry Bergtraum High School for Business Careers,40.711442,-74.000851
Urban Assembly Maker Academy,40.711442,-74.000851
Millennium High School,40.704487,-74.011556
Manhattan Early College School for Advertising,40.711442,-74.000851
The Urban Assembly School for Emergency Management,40.711442,-74.000851
198 FORSYTH STREET CONSOLIDATED LOCATION,40.72252,-73.990728
P.S. 150,40.718219,-74.010519
Edward A. Reynolds West Side High School,40.797559,-73.966837
2005 MADISON AVENUE CONSOLIDATED LOCATION,40.807383,-73.939433
Choir Academy of Harlem,40.807383,-73.939433
The Urban Assembly School for Global Commerce,40.807383,-73.939433
HCZ PROMISE ACADEMY II CHARTER SCHOOL(MN) ,40.807383,-73.939433
Park East High School,40.790543,-73.944356
122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,40.774351,-73.984753
Manhattan / Hunter Science High School,40.774351,-73.984753
High School of Arts and Technology,40.774351,-73.984753
"High School for Law, Advocacy and Community Justic",40.774351,-73.984753
"Urban Assembly School for Media Studies, The",40.774351,-73.984753
PS 527 - East Side School for Social Action,40.780763,-73.94869
"High School for Arts, Imagination and Inquiry",40.774351,-73.984753
Cascades High School,40.72252,-73.990728
Manhattan Theatre Lab High School,40.774351,-73.984753
231-249 EAST 56 STREET CONSOLIDATED LOCATION,40.75924,-73.967203
Art and Design High School,40.75924,-73.967203
P.S. 059 Beekman Hill International,40.75924,-73.967203
Fiorello H. LaGuardia High School of Music & Art a,40.773629,-73.985273
317 EAST  67 STREET CONSOLIDATED LOCATION,40.765359,-73.960059
Urban Academy Laboratory High School,40.765359,-73.960059
Talent Unlimited High School,40.765359,-73.960059
Manhattan International High School,40.765359,-73.960059
Vanguard High School,40.765359,-73.960059
Ella Baker School,40.765359,-73.960059
Stuyvesant High School,40.71759,-74.013748
345 EAST  15TH STREET CONSOLIDATED LOCATION,40.732447,-73.983031
P.S. M226,40.732447,-73.983031
High School for Health Professions and Human Servi,40.732447,-73.983031
Institute for Collaborative Education,40.732447,-73.983031
145 WEST  84 STREET CONSOLIDATED LOCATION,40.785803,-73.974614
Success Academy Charter School - Upper West,40.785803,-73.974614
FRANK McCOURT HIGH SCHOOL,40.785803,-73.974614
Innovation Diploma Plus,40.785803,-73.974614
The Global Learning Collaborative,40.785803,-73.974614
The Urban Assembly School for Green Careers,40.785803,-73.974614
549 AUDUBON AVENUE CONSOLIDATED LOCATION,40.855954,-73.927051
High School for Health Careers and Sciences,40.855954,-73.927051
High School for Law and Public Service,40.855954,-73.927051
High School for Media and Communications,40.855954,-73.927051
The College Academy,40.855954,-73.927051
George Washington Yabc,40.855954,-73.927051
40 IRVING PLACE CONSOLIDATED LOCATION,40.735494,-73.987659
Success Academy Union Square (Manhattan 1),40.735494,-73.987659
Community Health Academy of the Heights,40.833687,-73.942072
Academy for Software Engineering,40.735494,-73.987659
Union Square Academy for Health Sciences,40.735494,-73.987659
Washington Irving Yabc,40.735494,-73.987659
International High School at Union Square,40.735494,-73.987659
THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,40.735494,-73.987659
Gramercy Arts High School,40.735494,-73.987659
Liberty High School Academy for Newcomers,40.741657,-73.999307
University Neighborhood High School,40.712399,-73.984497
350 GRAND STREET CONSOLIDATED LOCATION,40.716778,-73.989337
High School for Dual Language and Asian Studies,40.716778,-73.989337
New Design High School,40.716778,-73.989337
Lower Manhattan Arts Academy,40.716778,-73.989337
"Urban Assembly Academy of Government and Law, The",40.716778,-73.989337
Essex Street Academy,40.716778,-73.989337
351 WEST  18 STREET CONSOLIDATED LOCATION,40.742867,-74.002136
"High School for Mathematics, Science and Engineeri",40.82074,-73.949097
Humanities Preparatory Academy,40.742867,-74.002136
Hudson High School of Learning Technologies,40.742867,-74.002136
Quest to Learn,40.742867,-74.002136
Landmark High School,40.742867,-74.002136
MANHATTAN BUSINESS ACADEMY,40.742867,-74.002136
"James Baldwin School, The: A School for Expedition",40.742867,-74.002136
Forsyth Satellite Academy,40.72252,-73.990728
Jacqueline Kennedy Onassis High School,40.757729,-73.983078
260 PLEASANT AVENUE CONSOLIDATED LOCATION,40.793856,-73.934028
Isaac Newton Middle School for Math & Science,40.793856,-73.934028
Manhattan Center for Science and Mathematics,40.793856,-73.934028
Thurgood Marshall Academy Lower School,40.826126,-73.937982
Sixth Avenue Elementary School,40.739178,-73.9955
P.S. 051 Elias Howe,40.761479,-73.995823
26 BROADWAY CONSOLIDATED LOCATION,40.70568,-74.013302
Lower Manhattan Community Middle School,40.70568,-74.013302
Richard R. Green High School of Teaching,40.70568,-74.013302
"Urban Assembly School of Business for Young Women,",40.70568,-74.013302
The River School,40.74428,-73.972591
55 BATTERY PLACE CONSOLIDATED LOCATION,40.70644,-74.017818
BATTERY PARK CITY SCHOOL,40.70644,-74.017818
P.S./I.S. 217 Roosevelt Island,40.763894,-73.947916
"East Side Elementary School, PS 267",40.763842,-73.964222
P.S. 234 Independence School,40.71602,-74.011035
4600 BROADWAY CONSOLIDATED LOCATION,40.86079,-73.930672
Middle School 322,40.86079,-73.930672
City College Academy of the Arts,40.86079,-73.930672
I.S. 218 Salome Urena,40.86079,-73.930672
P.S. 208 Alain L. Locke,40.797874,-73.949699
P.S. 149 Sojourner Truth,40.802136,-73.947828
508 EAST 120 STREET CONSOLIDATED LOCATION,40.797467,-73.930868
P.S. 206 Jose Celso Barbosa,40.797467,-73.930868
River East Elementary,40.797467,-73.930868
P.S. 200- The James Mccune Smith School,40.824495,-73.936997
P.S. 199 Jessie Isador Straus,40.778059,-73.984449
1700 3 AVENUE CONSOLIDATED LOCATION,40.784826,-73.949611
P.S. 198 Isador E. Ida Straus,40.784826,-73.949611
P.S. 77 Lower Lab School,40.784826,-73.949611
Washington Heights Academy,40.8654,-73.921101
P.S. 197 John B. Russwurm,40.813184,-73.937322
New Design Middle School,40.819572,-73.957823
244 WEST 144 STREET CONSOLIDATED LOCATION,40.821535,-73.940941
The Mott Hall School,40.815458,-73.952908
HARLEM VILLAGE ACADEMY CHARTER SCHOOL,40.821535,-73.940941
P.S. M094,40.70644,-74.017818
P.S. 194 Countee Cullen,40.821535,-73.940941
500 WEST 138 STREET CONSOLIDATED LOCATION,40.820953,-73.951145
P.S. 325,40.820953,-73.951145
Hamilton Grange Middle School,40.820953,-73.951145
P.S. 192 Jacob H. Schiff,40.820953,-73.951145
P.S. 191 Amsterdam,40.771925,-73.987328
P.S. 290 Manhattan New School,40.775078,-73.953096
P.S. 189,40.852631,-73.927604
P.S. 188 The Island School,40.719598,-73.977904
P.S./I.S. 187 Hudson Cliffs,40.856693,-73.937093
P.S. 185 - The Early Childhood Discovery and Desig,40.798511,-73.949251
P.S. 183 Robert L. Stevenson,40.763736,-73.95815
P.S. 180 Hugo Newman,40.807843,-73.955569
Professor Juan Bosch Public School,40.859243,-73.927792
4862 BROADWAY CONSOLIDATED LOCATION,40.866706,-73.923948
Muscota,40.866706,-73.923948
Amistad Dual Language School,40.866706,-73.923948
P.S. 175 Henry H Garnet,40.814422,-73.943664
306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,40.845469,-73.940468
Harbor Heights,40.845469,-73.940468
P.S. 173,40.845469,-73.940468
19 EAST 103 STREET CONSOLIDATED LOCATION,40.792122,-73.951961
Central Park East II,40.792122,-73.951961
P.S. 171 Patrick Henry,40.792122,-73.951961
P.S. M169 - Robert F. Kennedy,40.781227,-73.955673
J.H.S. 167 Robert F. Wagner,40.77205,-73.958066
P.S. 166 The Richard Rodgers School of The Arts an,40.788865,-73.971847
234 WEST 109 STREET CONSOLIDATED LOCATION,40.802917,-73.965613
Mott Hall II,40.802917,-73.965613
P.S. 165 Robert E. Simon,40.802917,-73.965613
401 WEST 164 STREET CONSOLIDATED LOCATION,40.836536,-73.937159
M.S. 328 - Manhattan Middle School for Scientific,40.836536,-73.937159
M.S. 326 - Writers Today & Leaders Tomorrow,40.836536,-73.937159
P.S. 163 Alfred E. Smith,40.794264,-73.968706
P.S. 161 Pedro Albizu Campos,40.81755,-73.953041
1458 YORK AVENUE  CONSOLIDATED LOCATION ,40.770419,-73.951135
Yorkville East Middle School,40.770419,-73.951135
P.S. 158 Bayard Taylor,40.770419,-73.951135
319 EAST 117 STREET CONSOLIDATED LOCATION,40.797302,-73.936365
Renaissance School of the Arts,40.797302,-73.936365
P.S. 155 William Paca,40.797302,-73.936365
P.S. 154 Harriet Tubman,40.810928,-73.948938
1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,40.826295,-73.946845
P.S. 153 Adam Clayton Powell,40.826295,-73.946845
P.S. 146 Ann M. Short,40.789295,-73.939262
150 WEST 105 STREET CONSOLIDATED LOCATION,40.799178,-73.964842
West Prep Academy,40.799178,-73.964842
"P.S. 145, The Bloomingdale School",40.799178,-73.964842
134 WEST 122 STREET CONSOLIDATED LOCATION,40.8063,-73.948013
FUTURE LEADERS INSTITUTE CHARTER SCHOOL(MN),40.8063,-73.948013
P.S. 242 - The Young Diplomats Magnet Academy,40.8063,-73.948013
511 WEST 182ND STREET CONSOLIDATED LOCATION,40.848908,-73.930948
Washington Heights Expeditionary Learning School,40.848908,-73.930948
J.H.S. 143 Eleanor Roosevelt,40.848908,-73.930948
P.S. 142 Amalia Castro,40.718383,-73.984452
P.S. 140 Nathan Straus,40.71925,-73.983056
P.S. 184m Shuang Wen,40.711549,-73.986542
6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,40.817372,-73.947712
Hamilton Heights School,40.826295,-73.946845
Bread & Roses Integrated Arts High School,40.817372,-73.947712
Mott Hall High School,40.817372,-73.947712
KAPPA IV,40.817372,-73.947712
Eagle Academy for Young Men of Harlem,40.817372,-73.947712
293 EAST BROADWAY CONSOLIDATED LOCATION,40.71457,-73.983724
P.S. 137 John L. Bernstein,40.71457,-73.983724
P.S. 134 Henrietta Szold,40.71457,-73.983724
P.S. 133 Fred R Moore,40.809672,-73.939872
185 WADSWORTH AVENUE CONSOLIDATED LOCATION,40.850626,-73.934377
P.S. 132 Juan Pablo Duarte,40.850626,-73.934377
Dos Puentes Elementary School,40.850626,-73.934377
100 HESTER STREET CONSOLIDATED LOCATION,40.716553,-73.993092
EMMA LAZARUS HIGH SCHOOL,40.716553,-73.993092
Pace High School,40.716553,-73.993092
P.S. 130 Hernando De Soto,40.718903,-73.998438
P.S. 129 John H. Finley,40.814637,-73.951912
560 WEST 169 STREET CONSOLIDATED LOCATION,40.841321,-73.938506
Castle Bridge School,40.841321,-73.938506
P.S. 128 Audubon,40.841321,-73.938506
P.S. 126 Jacob August Riis,40.710729,-73.996631
425 WEST 123 STREET CONSOLIDATED LOCATION,40.810511,-73.955997
KIPP STAR College Prep Charter School,40.810511,-73.955997
Columbia Secondary School,40.810431,-73.955809
P.S. 125 Ralph Bunche,40.810431,-73.955809
P.S. 124 Yung Wing,40.714201,-73.995087
P.S. 123 Mahalia Jackson,40.819767,-73.944433
232 EAST 103 STREET CONSOLIDATED LOCATION,40.788952,-73.944538
P.S. 152 Dyckman Valley,40.860412,-73.927936
P.S. 38 Roberto Clemente,40.788952,-73.944538
154 WEST  93 STREET CONSOLIDATED LOCATION,40.791728,-73.970845
M.S. 131,40.716553,-73.993092
P.S. 333 Manhattan School for Children,40.791728,-73.970845
Community Action School - MS 258,40.791728,-73.970845
M.S. 256 Academic & Athletic Excellence,40.791728,-73.970845
240 EAST 109 STREET CONSOLIDATED LOCATION,40.79307,-73.942303
Global Neighborhood Secondary School,40.79307,-73.942303
ESPERANZA PREPARATORY ACADEMY,40.79307,-73.942303
Tag Young Scholars,40.79307,-73.942303
P.S. 116 Mary Lindley Murray,40.744838,-73.978116
P.S. 115 Alexander Humboldt,40.846542,-73.935205
East Side Middle School,40.780706,-73.948553
P.S. 111 Adolph S. Ochs,40.765878,-73.988823
P.S. 110 Florence Nightingale,40.715915,-73.979893
P.S. 108 Assemblyman Angelo Del Toro Educational C,40.795146,-73.948368
"Heritage School, The",40.791881,-73.946558
J.H.S. 104 Simon Baruch,40.736094,-73.980663
P.S. 102 Jacques Cartier,40.794872,-73.938719
Mosaic Preparatory Academy,40.79564,-73.94441
410 EAST 100 STREET CONSOLIDATED LOCATION,40.785671,-73.942548
DREAM CHARTER SCHOOL(MN),40.788952,-73.944538
Renaissance Charter High School for Innovation,40.785671,-73.942548
Success Academy Charter School - Harlem 3,40.785671,-73.942548
M.S. 224 Manhattan East School for Arts & Academic,40.785671,-73.942548
P.S. 098 Shorac Kappock,40.867826,-73.917059
Bard High School Early College,40.719029,-73.975891
P.S. 096 Joseph Lanzetta,40.800256,-73.937558
P.S./I.S. 210 - Twenty-first Century Academy for C,40.829832,-73.944789
P.S. 092 Mary McLeod Bethune,40.815016,-73.945123
21 JUMEL PLACE CONSOLIDATED LOCATION,40.839305,-73.936159
STEM Institute of Manhattan,40.801689,-73.954908
KIPP Washington Heights Middle School,40.839305,-73.936159
M.S. 324 - Patria Mirabal,40.839305,-73.936159
M.S. 319 - Maria Teresa,40.839305,-73.936159
201 WARREN STREET CONSOLIDATED LOCATION,40.716668,-74.013542
I.S. 289,40.716668,-74.013542
P.S. 89,40.716668,-74.013542
215 WEST 114 STREET CONSOLIDATED LOCATION,40.802207,-73.954142
Frederick Douglass Academy II Secondary School,40.802207,-73.954142
Wadleigh Secondary School for the Performing & Vis,40.802207,-73.954142
P.S. 087 William Sherman,40.781958,-73.977638
32 WEST  92 STREET CONSOLIDATED LOCATION,40.789526,-73.967574
High School of Economics and Finance,40.709196,-74.012022
M.S. M247 Dual Language Middle School,40.789526,-73.967574
P.S. 084 Lillian Weber,40.789526,-73.967574
219 EAST 109 STREET CONSOLIDATED LOCATION,40.793194,-73.942548
The Bilingual Bicultural School,40.793194,-73.942548
P.S. 112 Jose Celso Barbosa,40.796668,-73.930966
P.S. 083 Luis Munoz Rivera,40.793194,-73.942548
P.S. M079 - Horan School,40.802419,-73.942634
P.S. 076 A. Philip Randolph,40.806768,-73.951061
735 WEST END AVENUE CONSOLIDATED LOCATION ,40.795157,-73.973292
M.S. 250 West Side Collaborative Middle School,40.795157,-73.973292
P.S. 075 Emily Dickinson,40.795157,-73.973292
The Lexington Academy,40.791179,-73.947776
333 WEST  17 STREET CONSOLIDATED LOCATION,40.742129,-74.002198
N.Y.C. Museum School,40.742129,-74.002198
N.Y.C. Lab School for Collaborative Studies,40.742129,-74.002198
New York City Lab Middle School for Collaborative,40.742129,-74.002198
Yorkville Community School,40.777911,-73.947757
600 EAST  6 STREET CONSOLIDATED LOCATION,40.72438,-73.98138
Tompkins Square Middle School,40.72438,-73.98138
Earth School,40.72438,-73.98138
P.S. 064 Robert Simon,40.72438,-73.98138
121 EAST  3 STREET CONSOLIDATED LOCATION,40.724117,-73.986381
Neighborhood School,40.724117,-73.986381
The STAR Academy - P.S.63,40.724117,-73.986381
610 EAST  12 STREET CONSOLIDATED LOCATION,40.727892,-73.978525
The Children's Workshop School,40.727892,-73.978525
The East Village Community School,40.727892,-73.978525
East Side Community School,40.729589,-73.982555
P.S. 035,40.763866,-73.985939
James Weldon Johnson,40.797577,-73.94128
220 HENRY STREET CONSOLIDATED LOCATION,40.713684,-73.986336
Manhattan Charter School II,40.713684,-73.986336
"Collaborative Academy of Science, Technology, & La",40.713684,-73.986336
University Neighborhood Middle School,40.713684,-73.986336
Henry Street School for International Studies,40.713684,-73.986336
J.H.S. 054 Booker T. Washington,40.800119,-73.962837
650 ACADEMY STREET CONSOLIDATED LOCATION,40.866053,-73.924835
Bronx Arena High School,40.821146,-73.881479
Inwood Early College for Health and Information Te,40.866053,-73.924835
J.H.S. 052 Inwood,40.866053,-73.924835
P.S. 050 Vito Marcantonio,40.785258,-73.941526
P.S. 048 P.O. Michael J. Buczek,40.853466,-73.934048
223 EAST 23 STREET CONSOLIDATED LOCATION,40.738548,-73.982455
The 47 American Sign Language & English Lower Scho,40.738548,-73.982455
47 The American Sign Language and English Secondar,40.738548,-73.982455
2351 1ST AVENUE CONSOLIDATED LOCATION,40.798884,-73.933319
HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN),40.798884,-73.933319
Coalition School for Social Change,40.798884,-73.933319
100 WEST  77 STREET CONSOLIDATED LOCATION,40.780822,-73.976855
P.S. 452,40.780822,-73.976855
The Anderson School,40.780822,-73.976855
M.S. M245 The Computer School,40.780822,-73.976855
509 WEST 129 STREET CONSOLIDATED LOCATION,40.815256,-73.955325
High School for Excellence and Innovation,40.866053,-73.924835
Felisa Rincon de Gautier Institute for Law and Pub,40.821146,-73.881479
The Urban Assembly Institute for New Technologies,40.815256,-73.955325
THE URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS (MANHATTAN),40.815256,-73.955325
Academy for Social Action: A College Board School,40.815256,-73.955325
I.S. M286 Renaissance Leadership Academy,40.815256,-73.955325
P.S. 042 Benjamin Altman,40.715905,-73.990895
P.S. 041 Greenwich Village,40.735692,-73.999026
319 EAST 19 STREET CONSOLIDATED LOCATION,40.735161,-73.982027
M.S. 255 Salk School of Science,40.735161,-73.982027
P.S. 040 Augustus Saint-Gaudens,40.735161,-73.982027
P.S. 036 Margaret Douglas,40.81027,-73.957482
P.S. 034 Franklin D. Roosevelt,40.726473,-73.975181
P.S. 033 Chelsea Prep,40.748818,-73.999646
144-176 EAST 128 STREET CONSOLIDATED LOCATION,40.805953,-73.935179
Success Academy Charter School - Harlem 2,40.805953,-73.935179
P.S. 138,40.805953,-73.935179
Special Music School,40.774919,-73.982745
P.S. 028 Wright Brothers,40.831227,-73.942143
145 STANTON STREET CONSOLIDATED LOCATION,40.720581,-73.985645
Lower East Side Preparatory High School,40.720581,-73.985645
Marta Valle High School,40.720581,-73.985645
School for Global Leaders,40.720581,-73.985645
"New Explorations into Science, Technology and Math",40.718895,-73.979308
P.S. 020 Anna Silver,40.72154,-73.986648
185 1 AVENUE CONSOLIDATED LOCATION,40.729636,-73.983818
"Technology, Arts, and Sciences Studio",40.729636,-73.983818
P.S. 019 Asher Levy,40.729636,-73.983818
328 WEST  48 STREET CONSOLIDATED LOCATION,40.761448,-73.988019
Professional Performing Arts High School,40.761448,-73.988019
P.S. 212 Midtown West,40.761448,-73.988019
P.S. 015 Roberto Clemente,40.721807,-73.979022
1573 MADISON AVENUE CONSOLIDATED LOCATION,40.793763,-73.949381
East Harlem Scholars Academy Charter School II,40.793763,-73.949381
P.S. 030 Hernandez/Hughes,40.805953,-73.935179
Central Park East High School,40.793763,-73.949381
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL(MN),40.793763,-73.949381
Central Park East I,40.793763,-73.949381
J.H.S. 013 Jackie Robinson,40.793763,-73.949381
P.S. 011 William T. Harris,40.744349,-74.000253
Frederick Douglass Academy,40.824319,-73.93712
100 WEST  84 STREET CONSOLIDATED LOCATION,40.785287,-73.97343
M.S. 243 Center School,40.785287,-73.97343
P.S. 009 Sarah Anderson,40.785287,-73.97343
P.S. 008 Luis Belliard,40.838954,-73.936838
160 EAST 120 STREET CONSOLIDATED LOCATION,40.801007,-73.939349
Global Technology Preparatory,40.801007,-73.939349
P.S. 007 Samuel Stern,40.801007,-73.939349
P.S. 006 Lillie D. Blake,40.777455,-73.960713
P.S. 004 Duke Ellington,40.834899,-73.941085
P.S. 003 Charrette School,40.732593,-74.006466
P.S. 002 Meyer London,40.713273,-73.991339
P.S. 001 Alfred E. Smith,40.71276,-73.997489
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL (BS),40.613881,-73.912167
NEW HOPE ACADEMY CHARTER SCHOOL(BS),40.643889,-73.922732
BROOKLYN URBAN GARDEN CHARTER SCHOOL (BS),40.656944,-73.983115
BROOKLYN EXCELSIOR CHARTER SCHOOL(BN),40.689842,-73.925506
BROOKLYN PROSPECT CHARTER SCHOOL(BS),40.65571,-74.005197
Bedford Academy High School,40.68538,-73.954302
Brooklyn High School for Law and Technology,40.688831,-73.920906
"School of Math, Science, and Healthy Living",40.639571,-74.01976
Brooklyn College Academy,40.649404,-73.971736
Benjamin Banneker Academy,40.695332,-73.969243
EBC High School for Public Service - Bushwick,40.694507,-73.929107
ACORN Community High School,40.678488,-73.962105
Brownsville Academy High School,40.666518,-73.924057
62 PARK PLACE CONSOLIDATED LOCATION,40.678983,-73.976497
P.S. K077,40.678983,-73.976497
M.S. K266 - Park Place Community Middle School,40.678983,-73.976497
Aspirations Diploma Plus High School,40.67715,-73.903953
Bushwick Leaders High School for Academic Excellen,40.695056,-73.92814
P.S. 361 East Flatbush Early Childhood School,40.640066,-73.947253
P.S. 005 Ellen Lurie,40.85899,-73.922894
East Brooklyn Community High School,40.65911,-73.920368
P.S. K134,40.63228,-73.973898
330 18 STREET CONSOLIDATED LOCATION,40.660976,-73.988297
New Voices School of Academic & Creative Arts,40.660976,-73.988297
P.S. 295,40.660976,-73.988297
P.S. K004,40.657212,-73.888852
512 CARROLL STREET CONSOLIDATED LOCATION,40.676668,-73.985258
P.S. 372 -The Children's School,40.676668,-73.985258
The Children's School,40.676668,-73.985258
South Brooklyn Community High School,40.677969,-74.014363
W.E.B. Dubois Academic High School,40.6701,-73.954972
East New York Family Academy,40.661072,-73.886942
P.S. 089 Cypress Hills,40.677697,-73.886936
P.S. 163 Bath Beach,40.606792,-74.00806
Khalil Gibran International Academy,40.686499,-73.979649
49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,40.697339,-73.985016
I.S. 340,40.676094,-73.97038
Brooklyn International High School,40.697339,-73.985016
"Science Skills Center High School for Science, Tec",40.697339,-73.985016
Urban Assembly High School of Music and Art,40.697339,-73.985016
Cobble Hill School of American Studies,40.684524,-73.990993
P.S. 065,40.687145,-73.878547
P.S. 245,40.645016,-73.963208
Liberation Diploma Plus,40.577208,-73.985953
P.S. K721 - Brooklyn Occupational Training Center,40.589317,-73.98131
Brooklyn Studio Secondary School,40.604879,-73.994404
W. H. Maxwell Career and Technical Education High,40.674135,-73.89643
345 DEAN STREET CONSOLIDATED LOCATION,40.683559,-73.98027
Brooklyn High School of the Arts,40.683559,-73.98027
The Math & Science Exploratory School,40.683559,-73.98027
257 NORTH  6 STREET CONSOLIDATED LOCATION,40.715073,-73.954754
Williamsburg Preparatory School,40.715073,-73.954754
Williamsburg High School for Architecture and Desi,40.715073,-73.954754
Brooklyn Preparatory High School,40.715073,-73.954754
150 ALBANY AVENUE CONSOLIDATED LOCATION,40.675612,-73.938843
Academy for Health Careers,40.675612,-73.938843
Pathways in Technology Early College High School (,40.675612,-73.938843
William E. Grady Career and Technical Education Hi,40.582585,-73.963477
Transit Tech Career and Technical Education High S,40.678276,-73.87596
50 BEDFORD AVENUE CONSOLIDATED LOCATION,40.721981,-73.953281
Automotive High School Yabc,40.721981,-73.953281
1595 BATHGATE AVENUE CONSOLIDATED LOCATION,40.839244,-73.901316
Frances Perkins Academy,40.721981,-73.953281
Automotive High School,40.721981,-73.953281
Clara Barton High School,40.669567,-73.961962
Medgar Evers College Preparatory School,40.667195,-73.951167
105 TECH PLACE CONSOLIDATED LOCATION,40.694926,-73.986015
"City Polytechnic High School of Engineering, Archi",40.694926,-73.986015
Downtown Brooklyn Yabc,40.694926,-73.986015
George Westinghouse Career and Technical Education,40.694926,-73.986015
Sunset Park High School,40.65571,-74.005197
All City Leadership Secondary School,40.69737,-73.913171
John Dewey High School,40.589268,-73.981738
Leon M. Goldstein High School for the Sciences,40.580894,-73.935952
Edward R. Murrow High School,40.620525,-73.959285
Brooklyn Frontiers High School,40.690145,-73.989132
6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,40.633285,-73.916735
South Shore Educational Complex Yabc,40.633285,-73.916735
Academy for Conservation and the Environment,40.633285,-73.916735
Brooklyn Bridge Academy,40.633285,-73.916735
Victory Collegiate High School,40.633285,-73.916735
Brooklyn Theatre Arts High School,40.633285,-73.916735
Brooklyn Generation School,40.633285,-73.916735
5800 20 AVENUE CONSOLIDATED LOCATION,40.620446,-73.981795
Franklin Delano Roosevelt YABC,40.620446,-73.981795
1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,40.641474,-73.898254
Urban Action Academy,40.641474,-73.898254
High School for Medical Professions,40.641474,-73.898254
High School for Innovation in Advertising and Medi,40.641474,-73.898254
3000 AVENUE X CONSOLIDATED LOCATION,40.594124,-73.937696
New Visions Charter High School for the Humanities,40.594124,-73.937696
New Visions Charter High School for Advanced Math,40.594124,-73.937696
Professional Pathways High School,40.594124,-73.937696
Origins High School,40.594124,-73.937696
Sheepshead Bay High School,40.594124,-73.937696
High School of  Telecommunication Arts and Technol,40.637282,-74.023849
400 IRVING AVENUE CONSOLIDATED LOCATION,40.69697,-73.910791
Academy of Urban Planning,40.69697,-73.910791
Bushwick School for Social Justice,40.69697,-73.910791
The Brooklyn School for Math and Research,40.69697,-73.910791
600 KINGSTON AVENUE CONSOLIDATED LOCATION,40.658893,-73.942458
Brooklyn Institute for Liberal Arts,40.658893,-73.942458
High School for Public Service: Heroes  of Tomorro,40.658893,-73.942458
School for Democracy and  Leadership,40.658893,-73.942458
"School for Human Rights, The",40.658893,-73.942458
911 FLATBUSH AVENUE CONSOLIDATED LOCATION,40.649787,-73.95855
"Science, Technology and Research Early College Hig",40.649787,-73.95855
High School for Service & Learning at Erasmus,40.649787,-73.95855
High School for Youth and Community Development at,40.649787,-73.95855
Erasmus Yabc,40.649787,-73.95855
Academy of Hospitality and Tourism,40.649787,-73.95855
Academy for Environmental Leadership,40.69697,-73.910791
Academy for College Preparation and Career Explora,40.649787,-73.95855
237 7 AVENUE CONSOLIDATED LOCATION,40.669629,-73.979287
Millennium Brooklyn HS,40.669629,-73.979287
Park Slope Collegiate,40.669629,-73.979287
Secondary School for Journalism,40.669629,-73.979287
Secondary School for Law,40.669629,-73.979287
832 MARCY AVENUE CONSOLIDATED LOCATION ,40.685004,-73.947152
Brownsville Collegiate Charter School,40.685004,-73.947152
Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School,40.685004,-73.947152
Bedford Stuyvesant Preparatory High School,40.685004,-73.947152
Brooklyn Academy High School,40.685004,-73.947152
1700 FULTON STREET CONSOLIDATED LOCATION,40.67944,-73.932407
BOYS AND GIRLS YABC,40.67944,-73.932407
Research and Service High School,40.67944,-73.932407
Boys and Girls High School,40.67944,-73.932407
850 GRAND STREET CONSOLIDATED LOCATION,40.712184,-73.939722
West Brooklyn Community High School,40.642834,-73.992948
"The High School for Enterprise, Business and Techn",40.712184,-73.939722
School for Legal Studies,40.712184,-73.939722
PROGRESS High School for Professional Careers,40.712184,-73.939722
New Utrecht High School,40.613262,-74.003404
883 CLASSON AVENUE CONSOLIDATED LOCATION,40.670349,-73.961695
Brooklyn School for Music & Theatre,40.670349,-73.961695
